package_name,duration,city_list,price,persons
"Five Elements Tour (Shivpuri, Narendra Nagar, Corbett, Unchagaon, Agra)",10 Nights / 11 Days,Delhi(1N) →  Shivpuri(2N) →  Narendra Nagar(2N) →  Jim Corbett National Park(2N) →  Unchagaon(1N) →  Agra(2N),"₹ 95,000*
                
                per adult",per adult on twin sharing
Delhi Agra Tour Package 3 Days -  Excursion to Rishikesh & Haridwar,2 Nights / 3 Days,Agra(0N) →  Delhi(2N),"₹ 10,000*
                
                per adult",per adult on twin sharing
Colours of Rajasthan Tour Package with Uttar Pradesh,13 Nights / 14 Days,Delhi(2N) →  Jaisalmer(2N) →  Jodhpur(1N) →  Udaipur(2N) →  Jaipur(2N) →  Agra(1N) →  Khajuraho(1N) →  Varanasi(2N),"₹ 46,499*
                
                per adult",per adult on twin sharing
Delhi Agra Mathura Tour Package: India Golden Triangle Tour,6 Nights / 7 Days,Delhi(2N) →  Mathura(1N) →  Agra(1N) →  Jaipur(2N),"₹ 26,000*
                
                per adult",per adult on twin sharing
Agra Mathura Vrindavan Tour Package - 3 Nights 4 Days,3 Nights / 4 Days,Delhi(0N) →  Mathura(2N) →  Vrindavan(0N) →  Agra(1N),"₹ 12,500*
                
                per adult",per adult on twin sharing
Best Golden Triangle with Ajmer Tour,5 Nights / 6 Days,Delhi(1N) →  Agra(1N) →  Jaipur(3N),"₹ 20,000*
                
                per adult",per adult on twin sharing
Mesmerising Golden Triangle Tour Package,7 Nights / 8 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Mandawa(2N),"₹ 30,000*
                
                per adult",per adult on twin sharing
Golden Triangle with Khajuraho and Varanasi,8 Nights / 9 Days,Delhi(1N) →  Mandawa(1N) →  Jaipur(2N) →  Agra(1N) →  Varanasi(1N),"₹ 33,000*
                
                per adult",per adult on twin sharing
"Rajasthan, Delhi and Agra Tour with Elephant Back Ride",13 Nights / 14 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Udaipur(2N) →  Jodhpur(2N) →  Jaisalmer(2N) →  Bikaner(1N) →  Mandawa(1N),"₹ 45,000*
                
                per adult",per adult on twin sharing
Golden Triangle Tour Package with Mumbai Package,8 Nights / 9 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Mumbai(3N),"₹ 31,999*
                
                per adult",per adult on twin sharing
Breaking The Frontiers India & Nepal Tour Package,13 Nights / 14 Days,Delhi(3N) →  Sariska(1N) →  Ranthambore(2N) →  Jaipur(1N) →  Bharatpur(1N) →  Agra(1N) →  Kathmandu(3N) →  Pokhara(1N),"₹ 65,000*
                
                per adult",per adult on twin sharing
"Uttar Pradesh Trip- Varanasi, Allahabad, Agra & Lucknow",6 Nights / 7 Days,Delhi(0N) →  Agra(1N) →  Lucknow(1N) →  Ayodhya(1N) →  Allahabad(1N) →  Varanasi(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Cultural Tour of Uttar Pradesh - Attend Evening Aarti,6 Nights / 7 Days,Varanasi(2N ) →   Allahabad(1N) →   Ayodhya(1N ) →  Lucknow(1N ) →   Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
1 Week Trip in India - North India Tour including Taj Mahal,6 Nights / 7 Days,Delhi(1N) →  Agra(1N) →  Jaipur(3N) →  Delhi(1N),"₹ 27,000*
                
                per adult",per adult on twin sharing
Mewari Tour with Agra,10 Nights / 11 Days,Udaipur(2N) → Mount Abu(1N) → Jodhpur(1N) → Jaisalmer(2N) → Bikaner(1N) → Jaipur(2N) → Agra(1N),"₹ 56,700*
                
                per adult",per adult on twin sharing
Golden Triangle Premium Tour Package with Ajmer,6 Nights / 7 Days,Delhi(2N) →  Agra(1N) →  Jaipur(3N) →  Ajmer(0N) →  Delhi(0N),"₹ 25,450*
                
                per adult",per adult on twin sharing
6 Nights 7 Days Golden Triangle Luxury Holiday Package,6 Nights / 7 Days,Delhi(2N) → Jaipur(2N) → Agra(2N),"₹ 35,000*
                
                per adult",per adult on twin sharing
Manali Tour with Delhi and Agra,5 Nights / 6 Days,Delhi(2N) →  Agra(0N) →  Manali(3N),"₹ 25,500*
                
                per adult",per adult on twin sharing
Agra Family Tour Package with Shimla Manali,7 Nights / 8 Days,Shimla(2N) →  Manali(3N) →  Delhi(1N) →  Agra(1N),"₹ 35,999*
                
                per adult",per adult on twin sharing
Amazing Golden Triangle Package with Delhi Agra Jaipur,5 Nights / 6 Days,Delhi(2N) → Agra(1N) → Jaipur(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Mathura and Vrindavan Tour Package: Sacred & Temple Tour of India,8 Nights / 9 Days,Mathura(1N) → Vrindavan(1N) →  Agra(1N) →  Delhi(2N) →  Haridwar(1N) →  Rishikesh(2N),"₹ 32,500*
                
                per adult",per adult on twin sharing
Delhi Agra Tour Package - 3 Nights 4 Days,3 Nights / 4 Days,Delhi(1N) →  Agra(1N) →  Delhi(1N),"₹ 11,840*
                
                per adult",per adult on twin sharing
Golden Triangle with Holi Festival and Ganges Tour,9 Nights / 10 Days,Delhi(3N) → Agra(1N) → Jaipur(3N) → Rishikesh(2N),"₹ 61,000*
                
                per adult",per adult on twin sharing
Rajasthan Tour from Delhi,14 Nights / 15 Days,Delhi(2N) →  Agra(2N) →  Jaipur(2N) →  Mandawa(1N) →  Bikaner(1N) →  Jaisalmer(2N) →  Jodhpur(1N) →  Udaipur(2N) →  Pushkar(1N),"₹ 54,000*
                
                per adult",per adult on twin sharing
Delhi-Agra-Jaipur (Golden Triangle),5 Nights / 6 Days,Delhi(2N) → Jaipur(2N) → Agra(1N),"₹ 21,600*
                
                per adult",per adult on twin sharing
"10 Nights Jaipur Tour with Agra, Manali and Amritsar",10 Nights / 11 Days,Jaipur(1N) → Delhi(1N) → Shimla(3N) → Manali(2N) → Dharamshala(1N) → Amritsar(2N),"₹ 51,000*
                
                per adult",per adult on twin sharing
Golden Triangle with Rishikesh Tour,9 Nights / 10 Days,Delhi(4N) → Jaipur(2N) → Agra(1N) → Rishikesh(2N),"₹ 40,000*
                
                per adult",per adult on twin sharing
"Best Golden Triangle Tour Package - Delhi, Agra and Jaipur",5 Nights / 6 Days,Delhi(2N) → Agra(1N) → Jaipur(2N),"₹ 22,400*
                
                per adult",per adult on twin sharing
Pushkar Fair Package with Mathura & Amritsar - November Edition,13 Nights / 14 Days,Delhi(2N) → Jaipur(2N) → Pushkar(2N) → Agra(3N) → Khajuraho(1N) → Varanasi(1N) → Delhi(1N) → Amritsar(1N),"₹ 47,168*
                
                per adult",per adult on twin sharing
Golden Triangle Tour With Ranthambore 8 days and 7 Nights,7 Nights / 8 Days,Delhi(2N) →  Jaipur(2N) →  Ranthambore(2N) →  Agra(1N),"₹ 30,000*
                
                per adult",per adult on twin sharing
Luxury Train Journey: Deccan Odyssey - Indian Sojourn,7 Nights / 8 Days,Train(7N) →  Mumbai(0N) →  Vadodara(0N) →  Udaipur(0N) →  Jodhpur(0N) →  Jaisalmer(0N) →  Delhi(0N) →  Sawai Madhopur(0N) →  Jaipur(0N) →  Agra(0N),"₹ 499,000*
                
                per adult",per adult on twin sharing
Spiritual Splendors of Uttar Pradesh - 6 Nights,6 Nights / 7 Days,Varanasi(2N) →  Allahabad(1N) →  Ayodhya(1N) →  Lucknow(1N) →  Agra(1N),"₹ 23,000*
                
                per adult",per adult on twin sharing
India Golden Triangle Itinerary with Jaisalmer,7 Nights / 8 Days,Delhi(1N) →  Agra(1N) →  Jaipur(2N) →  Jaisalmer(2N) →  Delhi(1N),"₹ 32,000*
                
                per adult",per adult on twin sharing
"Royal Heritage Honeymoon in Delhi, Agra, Jaipur and Nainital",6 Nights / 7 Days,Delhi(1N) →  Haridwar(1N) →  Nainital(2N) →  Agra(1N) →  Jaipur(1N),"₹ 24,999*
                
                per adult",per adult on twin sharing
Luxury Golden Triangle Tour Package,5 Nights / 6 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N),"₹ 35,099*
                
                per adult",per adult on twin sharing
Short Honeymoon Trip to Delhi and Agra,3 Nights / 4 Days,Delhi(2N) →  Agra(1N),"₹ 12,100*
                
                per adult",per adult on twin sharing
Rajasthan and Nepal Honeymoon Package,11 Nights / 12 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Udaipur(1N) → Kathmandu(2N) →  Pokhara(2N) →  Kathmandu(1N),"₹ 99,000*
                
                per adult",per adult on twin sharing
Golden Triangle and Nepal Honeymoon Package,9 Nights / 10 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Kathmandu(2N) →  Pokhara(1N) →  Kathmandu(1N),"₹ 87,000*
                
                per adult",per adult on twin sharing
Taj Mahal with Rishikesh Tour,9 Nights / 10 Days,Delhi(4N) → Jaipur(2N) → Agra(1N) → Rishikesh(2N),"₹ 32,000*
                
                per adult",per adult on twin sharing
Fantastic Tour Package to India and Malaysia,9 Nights / 10 Days,Delhi(1N) →  Agra(1N) →  Jaipur(3N) →  Kuala Lumpur(2) →  Langkawi(2N),"₹ 52,000*
                
                per adult",per adult on twin sharing
Wildlife and Adventure Tour Package of  India and Nepal,10 Nights / 11 Days,Delhi(1N) →  Jaipur(1N) →  Ranthambore(1N) →  Agra(1N) →  Varanasi(1N) →  Kathmandu(1N) →  Pokhara(2N) →  Chitwan(1N) →  Kathmandu(1N),"₹ 123,000*
                
                per adult",per adult on twin sharing
Adventurous Delhi Honeymoon with Agra & Ranthambhore,5 Nights / 6 Days,Delhi(2N) →  Ranthambore(2N) →  Agra(1N),"₹ 29,800*
                
                per adult",per adult on twin sharing
"Amazing Honeymoon in Delhi, Agra and Jaipur",5 Nights / 6 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N),"₹ 20,000*
                
                per adult",per adult on twin sharing
Love in Shimla Manali Agra Honeymoon Package by Cab,7 Nights / 8 Days,Delhii(1N) →  Shimla(2N) →  Manali(3N) →  Agra(1N),"₹ 34,999*
                
                per adult",per adult on twin sharing
Golden Triangle with Udaipur Tour Packages,8 Nights / 9 Days,Delhi(2N) → Agra(1N) → Fatehpur(0N) → Jaipur(2N) → Chittorgarh(0N) → Udaipur(3N),"₹ 45,000*
                
                per adult",per adult on twin sharing
Delhi Agra Jaipur Tour Package,5 Nights / 6 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N),"₹ 12,900*
                
                per adult",per adult on twin sharing
Short Break to Delhi and Agra,3 Nights / 4 Days,Delhi(2N) →  Agra(1N),"₹ 12,100*
                
                per adult",per adult on twin sharing
Delhi Golden Triangle Tour Packages,4 Nights / 5 Days,Delhi(1N) →  Agra(1N) →  Jaipur(2N),"₹ 19,500*
                
                per adult",per adult on twin sharing
Delhi and Agra Holiday Tour Package,4 Nights / 5 Days,Delhi(3N) →  Agra(1N),"₹ 15,100*
                
                per adult",per adult on twin sharing
Statue of Unity Tour Package with Cultural Ahmedabad,3 Nights / 4 Days,Ahmedabad(2N) →  Vadodara(1N),"₹ 14,500*
                
                per adult",per adult on twin sharing
4 Night 5 Days Gujarat Tour Package,4 Nights / 5 Days,Dwarka(2N) →  Somnath(1N) →  Ahmedabad(1N),"₹ 12,500*
                
                per adult",per adult on twin sharing
Ahmedabad Dwarka Somnath Tour Package with Diu Island,5 Nights / 6 Days,Ahmedabad(0N) →  Dwarka(2N) → Somnath(1N) → Diu(1N) → Ahmedabad(1N),"₹ 18,500*
                
                per adult",per adult on twin sharing
"Best of Gujarat : Temples, Statues and Wildlife",6 Nights / 7 Days,Ahmedabad(1N) →  Dwarka(2N) →  Somnath(1N) →  Sasan Gir(1N) →  Vadodara(1N),"₹ 22,500*
                
                per adult",per adult on twin sharing
Mount Abu Holiday Package from Ahmedabad,3 Nights / 4 Days,Ahmedabad(0N) →  Mount Abu(2N),"₹ 12,000*
                
                per adult",per adult on twin sharing
"Fascinating Ahmedabad, Diu and Somnath",7 Nights / 8 Days,Ahmedabad(1N) →  Bhavnagar(1N) →  Sasan Gir(1N) →  Diu(1N) →  Somnath(1N) →  Dwarka(1N) →  Rajkot(1N),"₹ 13,000*
                
                per adult",per adult on twin sharing
Gujarat Holy Pilgrimage and Sightseeing Tour,7 Nights / 8 Days,Ahmedabad(0N) →  Dwarka(2N) →  Somnath(1N) →  Diu(1N) →  Junagadh(1N) →  Ahmedabad(2N),"₹ 14,000*
                
                per adult",per adult on twin sharing
Gujarat Special Tour of Temples and Wildlife,5 Nights / 6 Days,Ahmedabad(1N) → Dwarka(1N) → Somnath(1N) → Sasan Gir(1N) → Vadodara(1N),"₹ 19,000*
                
                per adult",per adult on twin sharing
"A Week in Gujarat: Dwarka, Somnath, Gir & More",6 Nights / 7 Days,Ahmedabad(1N) →  Jamnagar(1N) →  Dwarka(1N) →  Somnath(1N) →  Diu(1N) →  Sasan Gir(1N),"₹ 11,400*
                
                per adult",per adult on twin sharing
Best of Saurashtra: Gujarat & Diu Island,6 Nights / 7 Days,Ahmedabad(0N) →  Dwarka(2N) →  Somnath(1N) →  Diu(1N) →  Sasan Gir(1N) →  Ahmedabad(1N),"₹ 21,500*
                
                per adult",per adult on twin sharing
Jaipur Tour Package for 4 Days: Explore Hawa Mahal,3 Nights / 4 Days,Jaipur(2N) →  Ajmer(1N),"₹ 13,500*
                
                per adult",per adult on twin sharing
Best Golden Triangle with Ajmer Tour,5 Nights / 6 Days,Delhi(1N) →  Agra(1N) →  Jaipur(3N),"₹ 20,000*
                
                per adult",per adult on twin sharing
Rajasthan Delight Group Tour with Ajmer Dargah Visit,7 Nights / 8 Days,Jaipur(2N) →  Jodhpur(2N) →  Udaipur(2N) →  Ajmer(1N),"₹ 29,999*
                
                per adult",per adult on twin sharing
Jaipur Udaipur Tour Package with Ajmer Sharif,5 Nights / 6 Days,Jaipur(2N) →  Pushkar(1N) →  Udaipur(2N),"₹ 25,228*
                
                per adult",per adult on twin sharing
Jaipur Ajmer Pushkar Holiday Package,3 Nights / 4 Days,Jaipur(2N) →  Pushkar(1N),"₹ 9,000*
                
                per adult",per adult on twin sharing
"Spiritual Journey to Agra, Jaipur & Ajmer - 6 Nights",6 Nights / 7 Days,Delhi(1N) →  Agra(1N) →  Jaipur(2N) →  Ajmer(1N) →  Delhi(1N),"₹ 25,000*
                
                per adult",per adult on twin sharing
Family Tour to Rajasthan: Vacation Special,11 Nights / 12 Days,Jaipur(3N) →  Ajmer(1N) →  Udaipur(2N) →  Mount Abu(1N) →  Jodhpur(2N) →  Jaisalmer(1N) →  Sam Sand Dunes(1N),"₹ 40,000*
                
                per adult",per adult on twin sharing
"Astounding Ajmer, Jaipur, Jodhpur and More",6 Nights / 7 Days,Jaipur (1N) →  Ajmer (1N) →  Jodhpur (1N) →  Mount Abu (1N) →  Udaipur (2N),"₹ 17,328*
                
                per adult",per adult on twin sharing
"Best of Rajasthan - Ajmer, Jaipur, Bikaner and More",7 Nights / 8 Days,Jaipur (2N) →  Bikaner (2N) →  Ajmer (1N) →  Jaisalmer (1N) →  Jodhpur (1N),"₹ 24,272*
                
                per adult",per adult on twin sharing
"Pleasant Ajmer Jaipur, Ranthambore and More",6 Nights / 7 Days,Jaipur (2N) →  Ranthambore (2N) →  Ajmer (1N) →  Pushkar (1N),"₹ 21,772*
                
                per adult",per adult on twin sharing
Luxury Rajasthan Honeymoon with Camel Safari & Camping,11 Nights / 12 Days,Jaipur(3N) →  Ajmer(1N) →  Udaipur(2N) →  Mount Abu(1N) →  Jodhpur(2N) →  Jaisalmer(1N) →  Sam Sand Dunes(1N),"₹ 50,000*
                
                per adult",per adult on twin sharing
Love in Rajasthan Honeymoon Package,7 Nights / 8 Days,Jaipur(2N) →  Jodhpur(2N) →  Udaipur(2N) →  Ajmer(1N),"₹ 29,999*
                
                per adult",per adult on twin sharing
Beautiful Ranthambore & Sariska National Park with Jaipur Package,4 Nights / 5 Days,Ranthambore(1N) → Sariska National Park(1N) → Jaipur(2N),"₹ 10,600*
                
                per adult",per adult on twin sharing
Amritsar Dalhousie Dharamshala Tour Package: Family Edition,4 Nights / 5 Days,Amritsar(1N) →  Dalhousie(2N) →  Dharamshala(1N),"₹ 20,000*
                
                per adult",per adult on twin sharing
Dalhousie & Amritsar Family Tour Package,4 Nights / 5 Days,Dalhousie(3N) →  Khajjiar(0N) →  Amritsar(1N),"₹ 20,500*
                
                per adult",per adult on twin sharing
Manali Tour Package From Shimla with Amritsar,7 Nights / 8 Days,Shimla(2N) → Manali(3N) → Amritsar(2N),"₹ 33,999*
                
                per adult",per adult on twin sharing
9 Nights 10 Days Himachal Package,9 Nights / 10 Days,Delhi(0N) →  Shimla(2N) →  Manali(3N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 45,000*
                
                per adult",per adult on twin sharing
Dalhousie Tour Packages for Family with Amritsar,5 Nights / 6 Days,Pathankot(0N) →  Dharamshala(2N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 23,599*
                
                per adult",per adult on twin sharing
Amritsar & Chandigarh Group Tour,3 Nights / 4 Days,Delhi(0N) →  Amritsar(1N) →  Chandigarh (0N),"₹ 7,000*
                
                per adult",per adult on twin sharing
Golden Temple Amritsar Package (with Train Tickets),1 Nights / 2 Days,Amritsar(1N),"₹ 5,500*
                
                per adult",per adult on twin sharing
Mcleodganj and Dalhousie Family Tour from Amritsar,6 Nights / 7 Days,Amritsar(0N) →  Mcleodganj(2N) →  Dalhousie(2N) →  Amritsar(2N),"₹ 30,500*
                
                per adult",per adult on twin sharing
Amritsar Tour Package with Manali & Dalhousie - Excursion to Solang Valley,7 Nights / 8 Days,Manali(3N) →  Dharamshala (1N) →  Dalhousie (2N) →  Amritsar (1N),"₹ 36,750*
                
                per adult",per adult on twin sharing
2 Nights 3 Day Magnificent Amritsar Tour from Delhi,2 Nights / 3 Days,Delhi(0N) →  Amritsar(2N),"₹ 5,999*
                
                per adult",per adult on twin sharing
Amritsar 3 Nights 4 Days Package with Wagah Border Tour,3 Nights / 4 Days,Amritsar(3N),"₹ 11,500*
                
                per adult",per adult on twin sharing
Shimla Manali Dalhousie Amritsar Tour Package - 9 Nights 10 Days,9 Nights / 10 Days,Delhi(0N) →  Shimla(2N) →  Manali(2N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(2N),"₹ 47,999*
                
                per adult",per adult on twin sharing
Best Himachal Pradesh Tour Packages,9 Nights / 10 Days,Delhi(0) →  Shimla(2N) →  Manali(2N) →  Kullu(1N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 47,000*
                
                per adult",per adult on twin sharing
Best Tour Package of Himachal and Amritsar,9 Nights / 10 Days,Chandigarh(0N) →  Shimla(2N) →  Manali(3N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 48,000*
                
                per adult",per adult on twin sharing
3 Days Golden Amritsar Family Tour Package,2 Nights / 3 Days,Delhi(0N) →  Amritsar(2N),"₹ 11,900*
                
                per adult",per adult on twin sharing
Majestic Himalayas Honeymoon Special Package,9 Nights / 10 Days,Delhi(0N) →  Shimla(2N) →  Manali(3N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 51,500*
                
                per adult",per adult on twin sharing
3 Days in 3 Star Majestic Amritsar Tour,2 Nights / 3 Days,Amritsar(2N),"₹ 11,000*
                
                per adult",per adult on twin sharing
Delhi Amritsar Package Trip Including Dharamshala & Palampur,6 Nights / 7 Days,Delhi(0N) →  Dharamshala(2N) →  Dalhousie(2N) →  Amritsar(2N),"₹ 30,200*
                
                per adult",per adult on twin sharing
Shimla Manali Dharamshala Dalhousie Tour Package - Day trip to Khajjiar,10 Nights / 11 Days,Shimla(2N) →  Kullu(0N) →  Manali(3N) → Dharamshala(2N) → Dalhousie(2N) →  Amritsar(1N),"₹ 50,000*
                
                per adult",per adult on twin sharing
The Ladakh Tour Package: The Ultimate Road Trail with Srinagar,15 Nights / 16 Days,Nalagarh(1N) →  Manali(1N) →  Jispa(2N) →  Leh(3N) → Nubra Valley(1N) →  Leh(2N) →  Kargil(1N) → Srinagar(2N) →  Amritsar(1N) →  Delhi(1N),"₹ 165,000*
                
                per adult",per adult on twin sharing
Grand North India Tour Package,10 Nights / 11 Days,Jaipur(1N) →  Delhi(1N) →  Shimla(3N) →  Manali(2N) →  Dharamshala(1N) →  Amritsar(2N),"₹ 40,000*
                
                per adult",per adult on twin sharing
Beautiful Manali Dharamshala Dalhousie and Amritsar Tour Package,7 Nights / 8 Days,Manali(3N) →  Dharamshala(1N) →  Dalhousie(2N) →  Amritsar(1N),"₹ 32,580*
                
                per adult",per adult on twin sharing
Senior Citizen Travel Package -  Dalhousie and Amritsar,4 Nights / 5 Days,Dalhousie(3N) →  Amritsar(1N),"₹ 19,000*
                
                per adult",per adult on twin sharing
"10 Nights Jaipur Tour with Agra, Manali and Amritsar",10 Nights / 11 Days,Jaipur(1N) → Delhi(1N) → Shimla(3N) → Manali(2N) → Dharamshala(1N) → Amritsar(2N),"₹ 51,000*
                
                per adult",per adult on twin sharing
Pushkar Fair Package with Mathura & Amritsar - November Edition,13 Nights / 14 Days,Delhi(2N) → Jaipur(2N) → Pushkar(2N) → Agra(3N) → Khajuraho(1N) → Varanasi(1N) → Delhi(1N) → Amritsar(1N),"₹ 47,168*
                
                per adult",per adult on twin sharing
"Majestic Mcleodganj, Dalhousie & Amritsar",5 Nights / 6 Days,Mcleodganj(2N) → Dalhousie(2N) → Amritsar(1N),"₹ 20,500*
                
                per adult",per adult on twin sharing
Amritsar and Katra Tour Package with Vaishno Devi,4 Nights / 5 Days,Amritsar(2N) →  Katra(2N),"₹ 17,600*
                
                per adult",per adult on twin sharing
Riveting Dalhousie & Amritsar,4 Nights / 5 Days,Dalhousie(3N) → Amritsar(1N),"₹ 11,499*
                
                per adult",per adult on twin sharing
